User_ID,Feature,Interaction_Count,Total_Interaction_Time_Minutes,Timestamp,ID_Date
155,Feature B,0,0.0,2025-01-16 08:32:16,20250116
155,Feature C,92,99.4,2025-03-26 16:20:10,20250326
156,Feature A,12,58.4,2025-03-14 12:18:44,20250314
156,Feature B,58,76.3,2025-02-22 09:56:11,20250222
156,Feature C,33,65.3,2025-01-20 19:02:39,20250120
157,Feature A,81,324.8,2025-01-23 06:00:35,20250123
157,Feature B,61,122.7,2025-01-06 20:23:01,20250106
157,Feature C,30,39.9,2025-03-04 16:44:58,20250304
158,Feature A,65,304.2,2025-03-06 14:03:26,20250306
158,Feature B,44,135.5,2025-02-08 01:28:52,20250208
158,Feature C,64,174.4,2025-01-29 18:16:30,20250129
159,Feature A,88,366.3,2025-03-26 09:34:34,20250326
159,Feature B,45,217.3,2025-02-27 15:50:59,20250227
159,Feature C,99,479.2,2025-02-08 02:40:04,20250208
160,Feature A,32,65.8,2025-03-17 10:01:05,20250317
160,Feature B,58,95.8,2025-02-18 22:24:33,20250218
160,Feature C,40,101.8,2025-03-10 02:24:08,20250310
161,Feature A,90,113.2,2025-01-13 15:08:16,20250113
161,Feature B,13,38.3,2025-01-11 21:09:34,20250111
161,Feature C,63,68.5,2025-02-03 13:23:27,20250203
162,Feature A,24,115.4,2025-03-26 12:57:21,20250326
162,Feature B,92,306.4,2025-01-02 13:24:07,20250102
162,Feature C,83,246.2,2025-02-16 21:46:56,20250216
163,Feature A,35,68.2,2025-01-15 15:17:54,20250115
163,Feature B,48,51.2,2025-03-09 21:46:12,20250309
163,Feature C,91,426.6,2025-03-30 17:18:55,20250330
164,Feature A,41,134.7,2025-01-26 05:31:13,20250126
164,Feature B,36,86.8,2025-03-01 06:02:59,20250301
164,Feature C,0,0.0,2025-03-02 06:12:28,20250302
165,Feature A,89,245.8,2025-01-10 01:24:42,20250110
165,Feature B,40,181.7,2025-01-09 00:56:28,20250109
165,Feature C,71,94.1,2025-01-13 15:43:08,20250113
166,Feature A,65,218.7,2025-01-04 04:54:13,20250104
166,Feature B,10,41.3,2025-01-13 12:14:50,20250113
166,Feature C,10,41.2,2025-01-08 23:14:42,20250108
167,Feature A,22,69.7,2025-01-16 20:15:33,20250116
167,Feature B,80,178.6,2025-03-24 02:32:19,20250324
167,Feature C,68,322.7,2025-01-22 07:17:55,20250122
168,Feature A,8,32.5,2025-01-13 11:35:58,20250113
168,Feature B,41,41.3,2025-02-16 00:30:41,20250216
168,Feature C,55,149.5,2025-01-23 22:03:53,20250123
169,Feature A,47,221.0,2025-02-17 00:40:42,20250217
169,Feature B,6,26.9,2025-02-13 06:10:30,20250213
169,Feature C,42,201.7,2025-01-09 17:32:42,20250109
170,Feature A,51,189.7,2025-02-18 20:42:32,20250218
170,Feature B,89,419.4,2025-01-24 04:48:46,20250124
170,Feature C,85,266.9,2025-03-17 09:21:28,20250317
171,Feature A,7,18.8,2025-01-19 12:14:07,20250119
171,Feature B,96,365.8,2025-03-13 17:03:37,20250313
171,Feature C,47,186.9,2025-01-15 22:20:06,20250115
172,Feature A,54,67.8,2025-02-21 19:08:03,20250221
172,Feature B,6,11.8,2025-02-05 20:49:51,20250205
172,Feature C,26,42.3,2025-03-13 21:35:26,20250313
173,Feature A,26,116.0,2025-01-12 02:52:18,20250112
173,Feature B,25,120.1,2025-02-20 16:05:48,20250220
173,Feature C,49,167.7,2025-02-27 01:42:32,20250227
174,Feature A,69,289.1,2025-02-07 14:40:59,20250207
174,Feature B,32,157.1,2025-02-16 14:59:34,20250216
174,Feature C,5,15.5,2025-02-09 04:11:06,20250209
175,Feature A,12,39.8,2025-03-17 02:10:55,20250317
175,Feature B,94,216.0,2025-02-16 06:23:35,20250216
175,Feature C,61,231.0,2025-03-20 18:33:15,20250320
176,Feature A,2,9.7,2025-02-14 18:27:12,20250214
176,Feature B,22,39.7,2025-02-28 01:05:39,20250228
176,Feature C,30,44.1,2025-01-13 04:37:57,20250113
177,Feature A,65,120.7,2025-03-27 13:04:40,20250327
177,Feature B,64,252.0,2025-02-18 00:13:02,20250218
177,Feature C,5,20.6,2025-02-05 21:28:30,20250205
178,Feature A,15,33.0,2025-02-25 11:40:43,20250225
178,Feature B,53,199.1,2025-01-21 14:02:50,20250121
178,Feature C,6,21.2,2025-01-28 04:42:24,20250128
179,Feature A,2,4.3,2025-02-10 20:35:53,20250210
179,Feature B,50,94.9,2025-01-12 06:21:47,20250112
179,Feature C,71,195.3,2025-01-07 03:29:29,20250107
180,Feature A,84,293.7,2025-03-11 21:50:25,20250311
180,Feature B,71,326.9,2025-01-21 03:05:06,20250121
180,Feature C,86,348.5,2025-01-07 02:33:12,20250107
181,Feature A,82,393.9,2025-03-23 09:55:43,20250323
181,Feature B,32,128.0,2025-01-17 02:55:28,20250117
181,Feature C,32,112.9,2025-01-04 05:19:52,20250104
182,Feature A,95,164.3,2025-03-29 18:34:35,20250329
182,Feature B,16,67.5,2025-02-22 05:44:00,20250222
182,Feature C,4,8.5,2025-01-18 01:19:13,20250118
183,Feature A,51,120.2,2025-01-14 16:37:59,20250114
183,Feature B,19,23.7,2025-01-02 09:17:25,20250102
183,Feature C,61,166.7,2025-01-05 01:49:34,20250105
184,Feature A,84,235.5,2025-03-17 23:02:56,20250317
184,Feature B,12,17.0,2025-02-23 15:40:08,20250223
184,Feature C,13,59.0,2025-01-25 16:01:12,20250125
185,Feature A,10,44.5,2025-03-26 03:32:05,20250326
185,Feature B,5,11.0,2025-01-30 23:51:29,20250130
185,Feature C,67,236.1,2025-03-02 22:16:17,20250302
186,Feature A,91,422.6,2025-01-17 19:20:24,20250117
186,Feature B,30,45.3,2025-01-23 01:43:53,20250123
186,Feature C,64,254.2,2025-01-30 21:27:39,20250130
187,Feature A,26,48.6,2025-01-24 02:16:31,20250124
187,Feature B,62,118.4,2025-02-02 15:20:31,20250202
187,Feature C,53,92.7,2025-02-19 04:43:32,20250219
188,Feature A,38,117.0,2025-01-13 17:50:44,20250113
188,Feature B,82,388.0,2025-01-21 13:42:01,20250121
188,Feature C,62,262.4,2025-01-25 09:27:45,20250125
189,Feature A,67,198.2,2025-02-09 04:34:14,20250209
189,Feature B,14,65.6,2025-01-18 04:19:25,20250118
189,Feature C,14,15.4,2025-01-17 00:44:38,20250117
190,Feature A,20,51.4,2025-03-12 07:52:32,20250312
190,Feature B,40,149.2,2025-03-23 08:29:52,20250323
190,Feature C,11,52.9,2025-03-19 00:32:23,20250319
191,Feature A,72,87.7,2025-01-04 14:51:19,20250104
191,Feature B,40,51.5,2025-03-28 16:51:00,20250328
191,Feature C,93,162.7,2025-02-03 21:19:19,20250203
192,Feature A,50,180.3,2025-01-07 01:50:56,20250107
192,Feature B,85,195.5,2025-01-18 13:20:57,20250118
192,Feature C,68,308.5,2025-03-25 03:27:36,20250325
193,Feature A,65,106.2,2025-03-24 16:21:09,20250324
193,Feature B,60,217.5,2025-02-26 15:17:21,20250226
193,Feature C,85,237.4,2025-01-27 00:33:50,20250127
194,Feature A,43,65.7,2025-02-09 23:47:37,20250209
194,Feature B,9,17.2,2025-03-27 04:48:02,20250327
194,Feature C,70,147.0,2025-03-30 11:10:44,20250330
195,Feature A,54,69.5,2025-02-23 14:36:30,20250223
195,Feature B,0,0.0,2025-01-21 08:35:00,20250121
195,Feature C,83,217.0,2025-01-13 10:28:54,20250113
196,Feature A,19,52.9,2025-02-18 10:32:04,20250218
196,Feature B,61,76.6,2025-01-25 20:26:22,20250125
196,Feature C,10,28.7,2025-02-13 03:36:48,20250213
197,Feature A,44,114.7,2025-01-20 00:04:40,20250120
197,Feature B,89,396.8,2025-02-13 10:14:59,20250213
197,Feature C,33,40.0,2025-01-08 07:23:16,20250108
198,Feature A,100,399.5,2025-03-10 15:22:40,20250310
198,Feature B,71,225.8,2025-03-20 23:42:27,20250320
198,Feature C,70,268.8,2025-03-20 22:38:09,20250320
199,Feature A,29,142.4,2025-02-02 11:39:09,20250202
199,Feature B,77,123.2,2025-01-01 18:35:55,20250101
199,Feature C,22,102.9,2025-01-25 06:09:19,20250125
200,Feature A,60,273.9,2025-02-10 02:22:09,20250210
200,Feature B,10,45.3,2025-03-30 23:52:03,20250330
200,Feature C,71,283.5,2025-03-18 05:30:21,20250318
201,Feature A,84,387.5,2025-01-17 08:26:41,20250117
201,Feature B,2,3.3,2025-02-20 09:19:33,20250220
201,Feature C,54,148.3,2025-03-10 02:41:40,20250310
202,Feature A,0,0.0,2025-03-23 22:16:23,20250323
202,Feature B,67,183.0,2025-01-06 04:35:04,20250106
202,Feature C,53,159.1,2025-02-11 23:14:53,20250211
203,Feature A,37,108.7,2025-03-30 09:11:09,20250330
203,Feature B,65,113.3,2025-02-26 08:11:31,20250226
203,Feature C,77,174.7,2025-02-01 11:46:13,20250201
204,Feature A,28,80.2,2025-02-22 09:00:46,20250222
204,Feature B,97,234.1,2025-03-04 12:41:21,20250304
204,Feature C,88,119.5,2025-03-25 10:17:12,20250325
205,Feature A,45,74.8,2025-01-10 07:56:25,20250110
205,Feature B,100,267.6,2025-01-17 15:13:42,20250117
205,Feature C,37,165.8,2025-03-08 12:10:39,20250308
206,Feature A,94,242.8,2025-03-27 23:38:28,20250327
206,Feature B,16,73.7,2025-01-15 07:36:31,20250115
206,Feature C,27,97.9,2025-02-01 13:06:57,20250201
207,Feature A,85,383.5,2025-01-03 01:56:51,20250103
207,Feature B,29,134.3,2025-01-27 12:14:31,20250127
207,Feature C,77,329.1,2025-01-21 09:17:34,20250121
208,Feature A,19,69.4,2025-01-10 05:23:24,20250110
208,Feature B,3,14.5,2025-03-30 22:47:59,20250330
208,Feature C,89,124.8,2025-01-25 12:04:57,20250125
209,Feature A,14,51.8,2025-01-13 23:41:24,20250113
209,Feature B,27,129.5,2025-01-20 22:57:15,20250120
209,Feature C,42,171.2,2025-02-08 19:23:19,20250208
210,Feature A,49,181.9,2025-03-21 23:30:49,20250321
210,Feature B,45,210.9,2025-03-07 14:20:04,20250307
210,Feature C,93,283.9,2025-02-28 13:18:24,20250228
211,Feature A,37,60.0,2025-01-05 04:59:18,20250105
211,Feature B,85,149.6,2025-03-14 09:56:22,20250314
211,Feature C,48,121.3,2025-03-10 19:26:29,20250310
212,Feature A,89,96.8,2025-01-24 07:06:10,20250124
212,Feature B,66,278.2,2025-01-16 00:17:17,20250116
212,Feature C,24,26.5,2025-01-03 02:53:02,20250103
213,Feature A,68,339.1,2025-01-25 13:39:43,20250125
213,Feature B,89,306.2,2025-02-26 04:58:00,20250226
213,Feature C,21,31.3,2025-02-06 03:06:12,20250206
214,Feature A,41,116.7,2025-01-20 01:46:29,20250120
214,Feature B,37,107.2,2025-01-04 17:03:13,20250104
214,Feature C,25,25.7,2025-03-11 07:42:40,20250311
215,Feature A,3,11.0,2025-03-27 08:57:35,20250327
215,Feature B,97,216.2,2025-01-22 22:01:23,20250122
215,Feature C,86,286.1,2025-01-31 00:40:38,20250131
216,Feature A,90,446.5,2025-01-10 08:00:53,20250110
216,Feature B,73,134.9,2025-02-16 04:03:35,20250216
216,Feature C,9,34.3,2025-01-22 17:23:17,20250122
217,Feature A,16,55.9,2025-01-10 06:25:19,20250110
217,Feature B,3,13.9,2025-03-28 13:59:58,20250328
217,Feature C,29,29.2,2025-03-10 03:33:33,20250310
218,Feature A,32,99.3,2025-03-11 08:46:03,20250311
218,Feature B,9,9.7,2025-03-30 12:20:25,20250330
218,Feature C,50,187.2,2025-01-30 09:41:18,20250130
219,Feature A,98,125.9,2025-02-08 20:29:38,20250208
219,Feature B,66,72.2,2025-03-05 12:36:59,20250305
219,Feature C,70,308.1,2025-03-09 22:20:49,20250309
220,Feature A,46,210.8,2025-01-14 07:42:53,20250114
220,Feature B,79,268.7,2025-02-02 18:34:28,20250202
220,Feature C,67,201.4,2025-01-20 20:53:04,20250120
221,Feature A,73,286.8,2025-02-17 06:40:53,20250217
221,Feature B,73,301.6,2025-03-10 17:37:37,20250310
221,Feature C,77,318.6,2025-02-11 07:45:03,20250211
222,Feature A,28,56.2,2025-01-05 02:29:08,20250105
222,Feature B,16,41.5,2025-03-07 02:22:15,20250307
222,Feature C,20,36.3,2025-01-25 22:25:33,20250125
223,Feature A,80,262.0,2025-01-09 18:35:29,20250109
223,Feature B,71,276.5,2025-02-15 17:14:31,20250215
223,Feature C,60,251.1,2025-02-11 08:49:18,20250211
224,Feature A,78,182.8,2025-03-02 02:39:20,20250302
224,Feature B,31,142.9,2025-03-25 22:44:54,20250325
224,Feature C,14,15.8,2025-02-20 12:05:34,20250220
225,Feature A,60,187.0,2025-03-26 08:16:05,20250326
225,Feature B,63,219.7,2025-03-19 06:42:33,20250319
225,Feature C,90,390.9,2025-03-03 00:57:16,20250303
226,Feature A,49,54.4,2025-02-11 11:42:25,20250211
226,Feature B,55,213.1,2025-03-07 04:37:31,20250307
226,Feature C,88,119.2,2025-03-27 17:33:37,20250327
227,Feature A,65,212.3,2025-02-10 14:32:24,20250210
227,Feature B,56,250.6,2025-03-16 16:08:06,20250316
227,Feature C,81,109.7,2025-02-09 14:12:44,20250209
228,Feature A,33,122.0,2025-03-28 23:53:11,20250328
228,Feature B,19,29.4,2025-02-16 17:33:33,20250216
228,Feature C,75,160.5,2025-03-09 17:23:11,20250309
229,Feature A,44,88.9,2025-02-03 22:00:56,20250203
229,Feature B,27,101.9,2025-02-28 11:40:58,20250228
229,Feature C,43,201.0,2025-01-29 22:06:47,20250129
230,Feature A,87,364.1,2025-02-08 05:02:28,20250208
230,Feature B,35,145.3,2025-03-19 00:40:54,20250319
230,Feature C,0,0.0,2025-03-04 14:39:11,20250304
231,Feature A,15,62.1,2025-03-04 14:48:47,20250304
231,Feature B,23,100.1,2025-03-12 01:02:31,20250312
231,Feature C,41,104.6,2025-03-31 10:46:59,20250331
232,Feature A,0,0.0,2025-01-24 15:16:39,20250124
232,Feature B,51,149.1,2025-01-09 23:53:11,20250109
232,Feature C,33,41.0,2025-02-22 09:39:46,20250222
233,Feature A,9,22.6,2025-02-12 00:30:12,20250212
233,Feature B,6,25.2,2025-03-31 12:18:38,20250331
233,Feature C,17,47.5,2025-02-07 23:10:14,20250207
234,Feature A,31,81.9,2025-02-04 20:21:01,20250204
234,Feature B,7,10.9,2025-01-08 06:23:40,20250108
234,Feature C,48,199.1,2025-03-19 01:50:09,20250319
235,Feature A,66,327.6,2025-02-04 19:28:17,20250204
235,Feature B,18,80.4,2025-01-22 17:20:24,20250122
235,Feature C,33,160.1,2025-02-24 23:21:27,20250224
236,Feature A,18,70.9,2025-01-22 08:04:26,20250122
236,Feature B,35,158.2,2025-03-26 11:22:54,20250326
236,Feature C,71,244.7,2025-01-25 11:22:33,20250125
237,Feature A,59,159.3,2025-01-10 22:29:52,20250110
237,Feature B,17,64.7,2025-01-25 14:01:20,20250125
237,Feature C,64,268.7,2025-02-20 08:06:46,20250220
238,Feature A,91,292.5,2025-02-21 01:09:03,20250221
238,Feature B,91,274.0,2025-03-23 15:06:34,20250323
238,Feature C,58,160.6,2025-01-21 00:10:14,20250121
239,Feature A,52,237.4,2025-01-03 07:47:16,20250103
239,Feature B,82,292.2,2025-01-26 21:55:04,20250126
239,Feature C,100,194.3,2025-03-16 14:56:22,20250316
240,Feature A,69,220.3,2025-03-26 14:30:09,20250326
240,Feature B,89,103.5,2025-03-01 09:03:42,20250301
240,Feature C,54,123.6,2025-02-05 07:12:39,20250205
241,Feature A,12,55.7,2025-03-15 22:26:04,20250315
241,Feature B,90,262.9,2025-01-07 08:49:34,20250107
241,Feature C,97,304.6,2025-02-14 14:48:05,20250214
242,Feature A,40,50.6,2025-03-10 22:59:53,20250310
242,Feature B,67,235.0,2025-02-04 19:57:33,20250204
242,Feature C,82,149.7,2025-03-23 02:17:44,20250323
243,Feature A,95,291.4,2025-01-29 00:17:47,20250129
243,Feature B,36,148.4,2025-03-11 18:14:46,20250311
243,Feature C,35,53.9,2025-01-18 18:30:01,20250118
244,Feature A,57,106.3,2025-01-26 06:28:24,20250126
244,Feature B,97,470.1,2025-03-01 15:29:29,20250301
244,Feature C,98,383.5,2025-01-16 23:15:57,20250116
245,Feature A,17,58.7,2025-02-18 13:25:52,20250218
245,Feature B,44,210.5,2025-01-25 21:01:51,20250125
245,Feature C,72,166.3,2025-02-13 18:08:48,20250213
246,Feature A,35,109.8,2025-01-07 21:32:00,20250107
246,Feature B,31,34.6,2025-02-16 07:43:22,20250216
246,Feature C,41,143.4,2025-02-05 01:40:25,20250205
247,Feature A,12,46.9,2025-01-28 14:05:02,20250128
247,Feature B,40,102.7,2025-03-13 07:44:47,20250313
247,Feature C,85,168.6,2025-01-02 08:31:30,20250102
248,Feature A,56,83.6,2025-01-08 23:54:18,20250108
248,Feature B,46,199.2,2025-02-12 15:40:15,20250212
248,Feature C,26,127.2,2025-02-03 18:20:11,20250203
249,Feature A,6,12.3,2025-02-19 06:07:20,20250219
249,Feature B,87,129.9,2025-01-19 02:33:54,20250119
249,Feature C,93,162.3,2025-02-26 06:43:17,20250226
250,Feature A,66,97.7,2025-03-22 14:00:51,20250322
250,Feature B,70,94.3,2025-03-09 09:36:27,20250309
250,Feature C,46,131.7,2025-01-15 08:56:49,20250115
251,Feature A,71,247.5,2025-02-14 14:59:22,20250214
251,Feature B,49,151.9,2025-03-19 15:53:45,20250319
251,Feature C,8,27.7,2025-01-05 09:28:56,20250105
252,Feature A,31,76.3,2025-03-18 22:45:23,20250318
252,Feature B,99,220.7,2025-02-25 19:42:54,20250225
252,Feature C,50,57.0,2025-03-17 02:47:54,20250317
253,Feature A,28,138.9,2025-02-10 17:20:42,20250210
253,Feature B,74,340.3,2025-02-15 05:01:20,20250215
253,Feature C,57,143.6,2025-02-16 16:37:59,20250216
254,Feature A,97,294.9,2025-01-31 06:24:39,20250131
254,Feature B,40,140.3,2025-02-09 02:50:38,20250209
254,Feature C,82,322.3,2025-01-24 13:45:32,20250124
255,Feature A,23,69.6,2025-03-29 02:39:29,20250329
255,Feature B,57,67.2,2025-02-16 09:32:59,20250216
255,Feature C,6,14.2,2025-03-06 09:39:35,20250306
256,Feature A,86,131.0,2025-03-01 08:12:07,20250301
256,Feature B,88,206.1,2025-01-01 02:59:29,20250101
256,Feature C,31,152.4,2025-03-29 08:40:40,20250329
257,Feature A,20,67.4,2025-01-23 00:36:27,20250123
257,Feature B,6,6.3,2025-02-26 03:10:17,20250226
257,Feature C,99,148.7,2025-02-09 10:40:48,20250209
258,Feature A,95,428.0,2025-02-26 13:02:14,20250226
258,Feature B,28,106.1,2025-02-24 08:00:40,20250224
258,Feature C,0,0.0,2025-02-10 04:07:03,20250210
259,Feature A,10,48.1,2025-02-05 00:37:29,20250205
259,Feature B,36,124.6,2025-02-03 13:06:18,20250203
259,Feature C,54,140.7,2025-01-11 22:26:34,20250111
260,Feature A,75,153.3,2025-01-27 04:52:00,20250127
260,Feature B,38,108.2,2025-01-25 13:52:20,20250125
260,Feature C,75,122.8,2025-03-29 10:02:50,20250329
261,Feature A,75,320.1,2025-02-24 03:30:47,20250224
261,Feature B,16,60.0,2025-03-19 05:26:02,20250319
261,Feature C,26,56.9,2025-01-12 02:34:08,20250112
262,Feature A,56,116.9,2025-03-11 11:52:15,20250311
262,Feature B,26,76.2,2025-03-31 05:12:00,20250331
262,Feature C,61,276.7,2025-01-17 20:55:40,20250117
263,Feature A,62,67.5,2025-02-03 15:37:47,20250203
263,Feature B,90,277.8,2025-02-11 08:11:55,20250211
263,Feature C,65,263.2,2025-02-21 12:26:20,20250221
264,Feature A,30,35.2,2025-02-22 03:05:44,20250222
264,Feature B,87,303.2,2025-02-06 20:21:50,20250206
264,Feature C,16,47.6,2025-01-26 15:15:25,20250126
265,Feature A,86,157.6,2025-02-25 06:23:02,20250225
265,Feature B,36,125.0,2025-03-23 11:29:43,20250323
265,Feature C,51,146.6,2025-03-26 10:44:47,20250326
266,Feature A,94,339.5,2025-01-02 00:03:06,20250102
266,Feature B,70,222.5,2025-02-22 21:39:02,20250222
266,Feature C,74,249.0,2025-01-25 17:40:06,20250125
267,Feature A,28,63.5,2025-01-01 17:40:08,20250101
267,Feature B,13,49.3,2025-02-24 02:23:23,20250224
267,Feature C,96,259.3,2025-03-17 18:39:27,20250317
268,Feature A,71,201.1,2025-02-06 22:39:48,20250206
268,Feature B,55,223.9,2025-02-07 04:49:59,20250207
268,Feature C,46,206.5,2025-03-17 22:09:57,20250317
269,Feature A,87,277.6,2025-01-18 05:13:25,20250118
269,Feature B,93,330.4,2025-02-07 21:27:18,20250207
269,Feature C,37,148.0,2025-01-25 01:13:32,20250125
270,Feature A,45,221.7,2025-02-10 23:59:38,20250210
270,Feature B,14,48.5,2025-03-21 17:14:50,20250321
270,Feature C,56,222.5,2025-02-05 11:33:31,20250205
271,Feature A,69,94.2,2025-01-30 11:59:42,20250130
271,Feature B,0,0.0,2025-03-02 08:48:29,20250302
271,Feature C,48,196.1,2025-02-13 17:58:44,20250213
272,Feature A,13,65.0,2025-01-13 16:28:11,20250113
272,Feature B,21,59.4,2025-01-28 07:12:36,20250128
272,Feature C,4,10.3,2025-01-07 02:55:05,20250107
273,Feature A,44,66.4,2025-03-22 00:13:42,20250322
273,Feature B,47,135.4,2025-03-19 03:34:54,20250319
273,Feature C,45,89.9,2025-03-23 01:31:20,20250323
274,Feature A,0,0.0,2025-02-20 16:14:32,20250220
274,Feature B,80,332.8,2025-03-27 07:17:46,20250327
274,Feature C,56,76.6,2025-01-15 20:37:00,20250115
275,Feature A,31,40.3,2025-02-25 10:55:52,20250225
275,Feature B,86,197.4,2025-03-07 12:38:48,20250307
275,Feature C,48,71.4,2025-02-28 20:16:20,20250228
276,Feature A,30,149.4,2025-03-05 07:20:07,20250305
276,Feature B,20,36.3,2025-02-18 06:12:48,20250218
276,Feature C,84,284.5,2025-02-16 21:37:29,20250216
277,Feature A,33,163.6,2025-01-01 11:27:22,20250101
277,Feature B,82,133.9,2025-02-08 09:16:01,20250208
277,Feature C,97,213.0,2025-02-12 16:22:58,20250212
278,Feature A,80,395.6,2025-02-05 12:55:21,20250205
278,Feature B,5,21.2,2025-01-29 12:26:59,20250129
278,Feature C,98,200.9,2025-03-22 20:26:41,20250322
279,Feature A,91,308.6,2025-03-09 03:30:55,20250309
279,Feature B,1,2.4,2025-03-20 05:03:24,20250320
279,Feature C,22,83.2,2025-01-06 08:30:36,20250106
280,Feature A,49,174.9,2025-03-16 15:19:20,20250316
280,Feature B,64,245.2,2025-01-22 14:12:47,20250122
280,Feature C,16,31.9,2025-01-09 14:23:50,20250109
281,Feature A,49,78.5,2025-03-15 16:40:31,20250315
281,Feature B,33,94.6,2025-03-24 19:39:16,20250324
281,Feature C,29,51.5,2025-01-08 22:44:39,20250108
282,Feature A,46,132.9,2025-03-13 22:04:44,20250313
282,Feature B,76,369.8,2025-03-22 04:00:59,20250322
282,Feature C,84,401.2,2025-03-28 22:28:54,20250328
283,Feature A,69,271.8,2025-01-03 22:18:44,20250103
283,Feature B,51,246.6,2025-03-29 11:35:58,20250329
283,Feature C,84,343.8,2025-02-16 17:43:34,20250216
284,Feature A,12,35.5,2025-03-07 06:26:37,20250307
284,Feature B,72,188.4,2025-01-18 13:45:10,20250118
284,Feature C,34,111.6,2025-02-17 01:54:59,20250217
285,Feature A,59,135.8,2025-03-01 01:21:18,20250301
285,Feature B,33,130.7,2025-02-02 15:11:27,20250202
285,Feature C,5,9.1,2025-03-27 19:17:21,20250327
286,Feature A,32,123.9,2025-03-19 14:11:28,20250319
286,Feature B,35,67.7,2025-01-17 10:52:03,20250117
286,Feature C,44,68.2,2025-02-02 20:28:25,20250202
287,Feature A,100,303.3,2025-03-27 10:06:19,20250327
287,Feature B,62,188.8,2025-01-19 14:32:45,20250119
287,Feature C,67,283.3,2025-03-01 03:08:49,20250301
288,Feature A,27,57.2,2025-01-15 16:49:47,20250115
288,Feature B,47,67.4,2025-01-28 17:41:24,20250128
288,Feature C,87,211.5,2025-02-11 07:12:47,20250211
289,Feature A,44,57.8,2025-02-21 15:58:34,20250221
289,Feature B,93,130.8,2025-02-24 22:49:57,20250224
289,Feature C,28,89.8,2025-02-12 15:58:47,20250212
290,Feature A,8,14.8,2025-03-03 14:50:41,20250303
290,Feature B,90,299.1,2025-02-07 12:41:56,20250207
290,Feature C,68,220.3,2025-02-26 20:18:31,20250226
291,Feature A,29,135.7,2025-02-05 12:57:31,20250205
291,Feature B,36,139.9,2025-02-07 06:23:06,20250207
291,Feature C,57,272.6,2025-01-28 05:54:10,20250128
292,Feature A,52,204.8,2025-03-17 16:47:13,20250317
292,Feature B,22,52.6,2025-02-28 21:34:12,20250228
292,Feature C,39,52.0,2025-01-31 08:02:57,20250131
293,Feature A,27,92.3,2025-03-30 17:13:16,20250330
293,Feature B,85,408.3,2025-03-19 00:01:10,20250319
293,Feature C,84,88.6,2025-01-31 05:48:52,20250131
294,Feature A,31,123.4,2025-02-10 10:24:28,20250210
294,Feature B,99,343.1,2025-02-12 09:46:11,20250212
294,Feature C,90,225.2,2025-03-06 04:48:59,20250306
295,Feature A,18,52.9,2025-03-17 15:56:31,20250317
295,Feature B,37,150.3,2025-01-05 15:13:28,20250105
295,Feature C,94,429.0,2025-02-11 18:32:26,20250211
296,Feature A,30,143.5,2025-02-03 21:00:04,20250203
296,Feature B,17,28.0,2025-02-22 04:12:27,20250222
296,Feature C,100,131.0,2025-03-15 17:20:51,20250315
297,Feature A,35,106.1,2025-01-03 01:58:44,20250103
297,Feature B,21,36.2,2025-03-29 19:15:44,20250329
297,Feature C,35,117.3,2025-01-03 13:51:54,20250103
298,Feature A,20,68.1,2025-02-11 10:40:46,20250211
298,Feature B,7,17.9,2025-03-10 07:04:13,20250310
298,Feature C,7,19.7,2025-02-26 08:25:01,20250226
299,Feature A,85,146.5,2025-01-13 08:05:00,20250113
299,Feature B,58,142.3,2025-01-13 17:56:34,20250113
299,Feature C,4,17.4,2025-01-21 21:17:32,20250121
300,Feature A,15,63.6,2025-01-10 00:32:15,20250110
300,Feature B,64,217.0,2025-03-15 02:43:34,20250315
300,Feature C,90,297.8,2025-01-05 06:54:24,20250105
301,Feature A,70,219.1,2025-03-31 19:41:44,20250331
301,Feature B,63,272.0,2025-03-03 22:55:30,20250303
301,Feature C,14,45.4,2025-02-13 21:35:41,20250213
302,Feature A,86,246.4,2025-03-17 03:06:14,20250317
302,Feature B,94,200.2,2025-02-21 02:45:54,20250221
302,Feature C,89,401.5,2025-02-10 04:23:20,20250210
303,Feature A,28,97.8,2025-01-13 11:50:16,20250113
303,Feature B,36,36.5,2025-02-02 16:40:43,20250202
303,Feature C,51,109.3,2025-03-20 15:09:47,20250320
304,Feature A,27,75.8,2025-03-23 12:59:07,20250323
304,Feature B,57,59.5,2025-01-14 07:35:40,20250114
304,Feature C,44,143.6,2025-01-08 07:30:06,20250108
305,Feature A,21,71.0,2025-01-30 10:33:23,20250130
305,Feature B,19,21.3,2025-02-02 05:31:34,20250202
305,Feature C,19,91.1,2025-02-01 10:36:01,20250201
306,Feature A,33,59.6,2025-03-31 16:19:58,20250331
306,Feature B,82,402.8,2025-03-11 04:32:31,20250311
306,Feature C,55,134.7,2025-01-27 02:55:38,20250127
307,Feature A,80,305.4,2025-01-24 09:36:42,20250124
307,Feature B,25,78.0,2025-01-10 10:26:02,20250110
307,Feature C,100,429.3,2025-01-17 03:35:37,20250117
308,Feature A,50,144.8,2025-03-20 00:39:28,20250320
308,Feature B,71,159.5,2025-03-23 13:30:25,20250323
308,Feature C,22,93.1,2025-03-15 01:55:24,20250315
309,Feature A,46,67.7,2025-02-21 16:14:12,20250221
309,Feature B,97,377.3,2025-03-29 03:54:56,20250329
309,Feature C,57,246.9,2025-02-21 03:06:24,20250221
310,Feature A,41,187.9,2025-03-04 05:01:11,20250304
